ID_Segmento,ANNO,NUM_INCIDENTI,MORTI,FERITI,LOCINC,INTNIN,FONDOST,LUNGHEZZA
48174808,2016,1,0,1,1,7,1,20.419
48174808,2017,1,0,3,1,7,1,20.419
48174808,2019,2,0,6,1,7,1,20.419
48180339,2020,1,0,1,5,7,1,391.425
48180340,2016,2,0,3,1,1,1,119.071
48180340,2017,1,0,2,1,1,1,119.071
48180340,2018,2,0,5,1,1,1,119.071
48180340,2020,1,0,2,1,1,1,119.071
48180340,2021,3,0,5,1,1,1,119.071
48180342,2017,1,0,3,1,1,1,49.784
48180343,2016,4,0,6,1,7,1,419.314
48180343,2017,5,0,8,1,7,1,419.314
48180343,2018,5,0,8,1,7,1,419.314
48180343,2019,1,0,1,1,7,1,419.314
48180343,2020,2,0,2,1,7,1,419.314
48180343,2021,2,0,2,1,7,1,419.314
48294266,2017,1,0,1,1,1,1,91.762
48294266,2018,1,0,1,1,1,1,91.762
48294266,2021,1,0,1,1,1,1,91.762
48348984,2021,1,0,1,1,7,1,43.565
48348985,2016,1,0,2,1,7,1,46.692
48453520,2017,1,0,1,1,1,1,99.999
48460580,2017,1,0,1,1,7,1,52.412
48461083,2017,1,0,2,6,8,1,20.732
48463167,2019,1,0,3,6,7,1,373.861
48463167,2020,1,0,2,6,7,1,373.861
48463182,2016,1,0,1,1,7,1,141.849
48560799,2017,1,0,2,1,1,1,194.897
48560799,2018,1,0,4,1,1,1,194.897
48560799,2019,2,0,4,1,1,1,194.897
48560799,2021,1,0,1,1,1,1,194.897
48560803,2020,1,0,1,1,7,1,55.487
48560803,2021,1,0,1,1,7,1,55.487
48563881,2018,1,0,1,1,7,1,139.30300000000005
48563882,2016,1,0,1,1,7,2,169.749
48563882,2018,1,0,1,1,7,2,169.749
48563882,2020,1,0,1,1,7,2,169.749
48563884,2016,1,0,1,1,1,1,82.976
48563884,2017,1,0,1,1,1,1,82.976
48563884,2018,2,1,1,1,1,1,82.976
48563884,2019,2,0,3,1,1,1,82.976
48563884,2021,2,0,3,1,1,1,82.976
48563890,2021,1,0,1,1,7,1,63.228
48563895,2018,2,0,2,1,7,1,66.83099999999999
48563895,2019,2,0,3,1,7,1,66.83099999999999
48563895,2020,4,0,7,1,7,1,66.83099999999999
48563895,2021,3,0,5,1,7,1,66.83099999999999
48563896,2019,1,0,1,1,1,1,15.391
48563896,2021,1,0,1,1,1,1,15.391
48584344,2018,1,0,1,1,1,1,24.258
48584344,2021,1,0,1,1,1,1,24.258
48584353,2020,1,0,1,1,1,1,28.21
48588508,2016,1,0,2,1,4,1,26.563
48588508,2017,1,0,2,1,4,1,26.563
48588508,2018,1,0,1,1,4,1,26.563
48588508,2021,1,0,1,1,4,1,26.563
48588509,2019,1,0,1,1,5,1,89.858
48588509,2020,1,0,1,1,5,1,89.858
48588833,2016,3,0,13,1,4,1,14.573
48588833,2017,3,0,5,1,4,1,14.573
48588833,2018,1,0,2,1,4,1,14.573
48588836,2016,2,0,3,1,7,1,294.36499999999995
48588836,2018,2,0,3,1,7,1,294.36499999999995
48588836,2020,1,0,1,1,7,1,294.36499999999995
48588836,2021,1,1,1,1,7,1,294.36499999999995
48588868,2017,1,0,1,1,7,1,246.403
48588868,2018,1,0,1,1,7,1,246.403
48768617,2020,1,0,1,1,7,1,98.776
48768621,2019,1,0,1,1,5,1,58.634
48807427,2017,1,0,1,4,1,1,157.86700000000002
48807427,2020,1,0,2,4,1,1,157.86700000000002
48807429,2018,1,0,1,4,7,1,127.583
48851209,2020,1,0,1,5,7,1,11.921
48851211,2019,1,0,4,6,7,1,260.26
48871219,2016,1,0,2,1,7,1,38.07
48871219,2017,1,0,1,1,7,1,38.07
48871219,2018,7,0,8,1,7,1,38.07
48871219,2019,6,0,6,1,7,1,38.07
48871219,2020,3,0,3,1,7,1,38.07
48871219,2021,4,0,5,1,7,1,38.07
48874523,2019,1,0,2,1,3,1,118.154
48874524,2021,1,0,2,1,7,1,188.094
48874527,2019,1,0,1,1,1,1,100.385
48874535,2017,1,0,1,1,1,1,75.607
48874535,2021,1,0,2,1,1,1,75.607
48877799,2019,1,0,1,5,7,1,86.81
48877799,2020,1,0,1,5,7,1,86.81
48878201,2018,1,0,3,1,3,1,523.91
48878201,2019,1,0,2,1,3,1,523.91
48879231,2016,1,0,1,1,7,1,82.297
48879231,2017,2,0,4,1,7,1,82.297
48879231,2018,1,0,2,1,7,1,82.297
48879231,2019,1,0,1,1,7,1,82.297
48879231,2020,1,0,1,1,7,1,82.297
48879231,2021,1,0,1,1,7,1,82.297
49023755,2016,1,0,2,1,1,1,40.2
49023755,2017,1,0,2,1,1,1,40.2
49023755,2019,2,0,2,1,1,1,40.2
49023755,2020,2,0,3,1,1,1,40.2
49024943,2017,1,0,4,5,7,1,1695.5929999999998
49024943,2019,1,1,0,5,7,1,1695.5929999999998
49063454,2019,1,0,1,1,7,1,285.918
49063454,2020,1,0,2,1,7,1,285.918
49063460,2019,1,0,1,4,2,1,14.459
49063468,2018,1,0,3,1,7,1,200.398
49131279,2020,1,0,1,1,1,1,27.2
49195709,2017,1,0,1,1,1,1,63.556
49195709,2018,1,0,1,1,1,1,63.556
49195709,2019,2,0,3,1,1,1,63.556
49195709,2020,1,0,1,1,1,1,63.556
49197451,2017,2,0,2,1,7,1,54.554
49197451,2018,1,0,1,1,7,1,54.554
49197451,2019,2,0,3,1,7,1,54.554
49197451,2020,1,0,1,1,7,1,54.554
49197452,2017,1,0,1,1,7,1,43.821000000000005
49197452,2018,1,0,1,1,7,1,43.821000000000005
49197452,2019,2,0,2,1,7,1,43.821000000000005
49197454,2018,1,0,1,1,7,1,31.4
49197454,2019,1,0,1,1,7,1,31.4
49197456,2016,4,0,5,1,7,1,146.26
49197456,2019,2,0,2,1,7,1,146.26
49197456,2020,1,0,1,1,7,1,146.26
49205176,2019,2,0,4,5,7,1,60.978
49209087,2017,2,0,4,1,1,1,40.128
49209087,2020,1,0,3,1,1,1,40.128
49209094,2021,1,0,1,1,7,1,85.121
49258717,2019,1,0,1,1,7,2,63.385
49338415,2019,1,0,3,4,1,1,781.1129999999999
49338415,2020,1,0,1,4,1,1,781.1129999999999
49338415,2021,3,0,4,4,1,1,781.1129999999999
49772638,2016,1,0,1,1,1,1,16.265
49810913,2016,1,0,1,1,1,1,16.41
49810913,2019,1,0,1,1,1,1,16.41
49810913,2020,2,0,2,1,1,1,16.41
49810914,2017,1,0,1,1,7,1,90.491
49810914,2018,3,0,3,1,7,1,90.491
49811431,2019,1,0,1,1,7,1,179.36
49811431,2021,1,0,1,1,7,1,179.36
49811432,2017,1,0,1,1,1,1,87.62299999999999
49822134,2021,1,0,1,1,7,1,22.128
49837207,2017,1,0,1,1,7,1,17.921
49844585,2016,1,0,1,6,1,1,39.423
49844592,2019,1,0,1,1,1,1,11.894
49844594,2019,1,0,1,1,1,1,9.554
49844594,2020,1,0,1,1,1,1,9.554
49844595,2018,1,0,2,1,1,1,10.186
49844595,2021,2,0,2,1,1,1,10.186
49884481,2020,1,0,1,5,1,3,658.2230000000001
49884483,2016,1,0,2,6,7,1,1741.37
49884483,2017,2,0,7,6,7,1,1741.37
49884483,2018,6,1,8,6,7,1,1741.37
49884483,2019,1,0,1,6,7,1,1741.37
49884483,2020,2,0,3,6,7,1,1741.37
49911348,2016,1,0,1,6,7,1,157.805
49911348,2017,3,0,5,6,7,1,157.805
49911348,2020,1,0,2,6,7,1,157.805
49911348,2021,3,0,3,6,7,1,157.805
49911351,2016,2,0,4,6,8,2,343.54900000000004
49911351,2017,1,0,1,6,8,2,343.54900000000004
49911353,2017,1,0,2,5,7,1,193.632
49911353,2021,1,0,1,5,7,1,193.632
49911360,2017,1,0,1,2,7,1,740.3059999999999
49911360,2021,1,0,1,2,7,1,740.3059999999999
49911362,2018,1,0,1,4,7,1,203.111
49911367,2018,1,0,3,5,7,1,398.927
49911367,2021,1,0,1,5,7,1,398.927
49989235,2018,1,0,1,1,7,1,31.919
49989235,2019,1,0,1,1,7,1,31.919
49999714,2017,1,0,2,5,1,1,246.051
50062614,2017,1,0,1,1,7,1,6.027
50062614,2021,1,0,1,1,7,1,6.027
50062615,2017,1,0,1,1,1,1,30.569
50062617,2016,1,0,1,1,1,1,28.707
50062617,2020,1,0,2,1,1,1,28.707
50062618,2016,1,0,1,1,7,1,18.437
50062626,2016,1,0,1,1,7,1,20.749
50062627,2019,1,0,2,1,7,1,29.53
50062628,2016,1,0,2,1,1,1,50.729
50062628,2021,1,0,2,1,1,1,50.729
50062629,2016,1,0,1,1,7,1,39.232
50062629,2018,1,0,1,1,7,1,39.232
50062632,2020,1,0,3,1,1,1,54.763
50062632,2021,1,0,1,1,1,1,54.763
50062633,2020,1,0,1,1,7,1,33.697
50062633,2021,1,0,1,1,7,1,33.697
50063946,2017,1,0,1,1,1,1,111.777
50063946,2019,1,0,1,1,1,1,111.777
50063948,2016,1,0,1,1,1,1,22.446
50071177,2019,1,0,2,1,1,1,43.445
50079220,2016,1,0,1,1,1,1,36.097
50079222,2016,1,0,1,1,2,1,6.151
50079223,2016,1,0,1,1,3,1,475.5690000000001
50079231,2021,1,0,1,1,7,1,311.101
50079232,2016,1,0,1,1,2,1,10.132
50079232,2019,1,0,7,1,2,1,10.132
50079233,2018,1,0,3,1,1,1,182.613
50079233,2021,1,0,1,1,1,1,182.613
50079234,2017,1,0,2,1,7,1,26.068
50079234,2018,1,0,1,1,7,1,26.068
50079234,2020,1,0,2,1,7,1,26.068
50133853,2016,2,0,2,1,1,1,54.276
50133853,2017,2,0,2,1,1,1,54.276
50133853,2019,1,0,2,1,1,1,54.276
50133853,2020,1,0,2,1,1,1,54.276
50133853,2021,1,0,2,1,1,1,54.276
50133854,2021,1,0,3,1,1,1,52.632
50133857,2019,1,0,1,1,5,1,37.836
50133857,2021,1,0,5,1,5,1,37.836
50133864,2016,1,0,1,1,3,1,33.593
50133864,2019,1,0,2,1,3,1,33.593
50133864,2020,2,0,3,1,3,1,33.593
50133864,2021,1,0,2,1,3,1,33.593
50133867,2017,1,0,2,1,1,1,37.497
50133884,2018,1,0,3,1,1,1,43.482
50133884,2021,1,0,2,1,1,1,43.482
50133887,2019,1,0,2,1,1,1,27.748
50133896,2019,1,0,2,1,1,1,33.173
50133896,2021,1,0,2,1,1,1,33.173
50133907,2016,1,0,1,1,1,1,53.708
50133921,2017,1,0,1,1,1,1,30.164
50133921,2019,1,0,3,1,1,1,30.164
50133923,2019,3,0,7,1,1,1,97.858
50214054,2021,1,0,1,1,7,1,18.418
50254554,2016,2,0,6,5,7,1,825.032
50293662,2016,1,0,1,1,7,1,3.33
50293662,2017,2,0,2,1,7,1,3.33
50293662,2018,1,0,1,1,7,1,3.33
50293663,2016,2,0,2,1,1,1,11.99
50293664,2016,1,0,1,1,7,1,57.733
50293667,2019,2,0,2,1,1,1,63.105
50293667,2020,1,0,1,1,1,1,63.105
50293667,2021,2,0,3,1,1,1,63.105
50308669,2016,1,0,2,1,7,1,58.771
50309445,2017,1,0,1,1,7,1,21.404
50309445,2019,1,0,1,1,7,1,21.404
50309445,2021,3,0,3,1,7,1,21.404
50317007,2016,2,0,2,1,7,1,87.06799999999998
50317007,2018,1,0,2,1,7,1,87.06799999999998
50317008,2019,3,0,3,1,4,1,49.68
50317008,2020,1,0,1,1,4,1,49.68
50317008,2021,3,0,3,1,4,1,49.68
50319918,2016,6,0,11,1,1,1,23.676
50319918,2017,4,0,6,1,1,1,23.676
50319918,2018,4,0,4,1,1,1,23.676
50319918,2019,4,0,4,1,1,1,23.676
50319918,2020,4,0,4,1,1,1,23.676
50319918,2021,2,0,4,1,1,1,23.676
50319919,2016,6,0,8,1,7,1,16.257
50319919,2017,1,0,1,1,7,1,16.257
50319919,2018,2,0,6,1,7,1,16.257
50319919,2019,4,0,4,1,7,1,16.257
50319919,2020,2,0,2,1,7,1,16.257
50319919,2021,8,0,9,1,7,1,16.257
50320737,2018,1,0,1,1,7,1,110.747
50339473,2017,1,0,1,1,1,1,4.899
50339964,2019,1,0,1,1,7,1,37.733
50339966,2016,1,0,1,1,1,1,13.711
50339967,2021,1,0,2,1,1,1,13.815
50340023,2016,2,0,4,1,1,1,25.34
50367888,2016,2,0,2,1,1,1,67.02099999999999
50367888,2017,1,0,1,1,1,1,67.02099999999999
50367888,2018,2,0,3,1,1,1,67.02099999999999
50367907,2016,1,0,1,1,7,1,59.501000000000005
50367907,2017,1,0,1,1,7,1,59.501000000000005
50367907,2018,2,0,3,1,7,1,59.501000000000005
50367907,2019,1,0,1,1,7,1,59.501000000000005
50367907,2021,2,0,3,1,7,1,59.501000000000005
50511461,2018,1,0,1,4,7,1,1194.772
50511472,2016,3,0,7,1,1,1,72.049
50511472,2018,1,0,1,1,1,1,72.049
50511479,2017,1,0,1,1,1,1,183.498
50511479,2018,1,0,1,1,1,1,183.498
50511480,2021,1,0,1,1,7,2,147.524
50511518,2018,1,0,3,1,3,1,78.133
50511526,2018,2,0,3,1,3,2,41.046
50511570,2016,1,0,1,1,1,1,81.061
50511574,2016,1,0,1,1,3,1,40.324
50511574,2017,3,0,6,1,3,1,40.324
50511574,2018,3,0,3,1,3,1,40.324
50511620,2017,1,0,1,4,2,1,19.465
50511671,2016,1,0,1,1,3,1,50.91
50511671,2019,1,0,1,1,3,1,50.91
50511711,2016,1,0,1,1,7,1,161.30599999999998
50511711,2017,2,0,2,1,7,1,161.30599999999998
50511711,2021,2,0,2,1,7,1,161.30599999999998
50511712,2019,1,0,2,1,3,1,107.703
50511785,2021,1,0,1,1,7,1,85.146
50511795,2016,1,0,1,1,7,1,51.944
50511797,2017,1,0,2,1,3,1,51.109
50511797,2019,1,0,2,1,3,1,51.109
50511893,2017,1,0,1,5,7,1,926.993
50511916,2018,1,0,1,1,7,1,57.586000000000006
50511938,2017,1,0,2,1,7,1,169.586
50511945,2016,2,0,2,1,1,1,13.442
50511945,2017,2,0,2,1,1,1,13.442
50511946,2016,1,0,2,1,7,1,41.356
50511946,2021,1,0,1,1,7,1,41.356
50511950,2016,1,0,1,1,3,1,90.00200000000001
50511950,2018,2,0,5,1,3,1,90.00200000000001
50511996,2021,1,0,1,1,1,1,279.216
50512003,2021,1,0,1,1,3,1,55.536
50512016,2019,1,0,1,1,2,1,74.982
50512027,2020,1,0,1,1,3,1,125.507
50512053,2021,1,0,1,1,7,1,103.794
50512090,2019,2,0,2,1,1,1,45.982
50512139,2016,1,0,1,1,3,1,61.752
50512139,2017,2,0,2,1,3,1,61.752
50512139,2018,1,0,1,1,3,1,61.752
50512139,2019,1,0,1,1,3,1,61.752
50512139,2020,1,0,1,1,3,1,61.752
50512157,2016,2,0,2,1,1,1,27.089
50512160,2016,1,0,1,1,7,1,33.785
50512160,2018,1,0,1,1,7,1,33.785
50512160,2019,1,0,1,1,7,1,33.785
50512160,2021,3,0,3,1,7,1,33.785
50512173,2016,3,0,3,1,7,1,99.832
50512173,2017,1,0,2,1,7,1,99.832
50512173,2019,1,0,1,1,7,1,99.832
50512173,2020,1,0,1,1,7,1,99.832
50512173,2021,1,0,2,1,7,1,99.832
50512210,2020,1,0,1,1,3,1,33.534
50512294,2020,1,0,3,1,7,1,160.677
50512297,2016,1,0,1,1,1,1,181.466
50512297,2021,1,0,1,1,1,1,181.466
50512321,2018,1,0,2,1,7,1,177.91200000000003
50512330,2017,1,0,1,1,7,1,92.902
50512339,2021,1,0,1,1,7,1,71.562
50512368,2016,1,0,2,1,3,1,76.541
50512368,2017,3,0,8,1,3,1,76.541
50512368,2019,1,0,1,1,3,1,76.541
50512368,2020,1,0,2,1,3,1,76.541
50512368,2021,1,0,1,1,3,1,76.541
50512385,2018,1,0,1,1,7,1,126.749
50512386,2020,1,0,1,1,3,1,40.106
50512386,2021,1,0,1,1,3,1,40.106
50512395,2016,1,0,2,1,4,1,102.123
50512408,2016,2,0,2,1,7,1,190.473
50512408,2020,1,0,1,1,7,1,190.473
50512410,2017,1,0,2,1,3,1,88.675
50512415,2017,1,0,1,1,7,1,166.451
50512415,2020,1,0,1,1,7,1,166.451
50512541,2016,1,0,1,1,7,2,110.516
50512542,2017,2,0,2,1,7,1,91.321
50512546,2018,1,0,1,1,3,1,99.4
50512546,2019,2,0,3,1,3,1,99.4
50512546,2020,1,0,1,1,3,1,99.4
50512546,2021,3,0,3,1,3,1,99.4
50512555,2018,1,0,1,1,7,1,107.589
50512557,2016,1,0,1,1,5,1,24.042
50512592,2016,1,0,2,1,3,1,252.736
50512592,2019,1,0,1,1,3,1,252.736
50512593,2018,1,0,1,1,3,1,39.832
50512595,2018,1,0,1,1,3,1,120.795
50512607,2020,1,0,1,1,7,1,106.473
50512640,2016,1,0,2,1,7,1,127.006
50512664,2019,1,0,2,1,3,1,80.26800000000001
50512680,2017,1,0,2,1,3,1,39.663
50512680,2018,1,0,2,1,3,1,39.663
50512680,2020,3,0,4,1,3,1,39.663
50512701,2018,1,0,3,1,2,2,61.425
50512708,2021,1,0,2,1,3,1,108.825
50512749,2018,2,0,2,1,1,1,43.603
50512757,2017,1,0,2,1,1,1,41.349
50512757,2019,1,0,1,1,1,1,41.349
50512757,2020,1,0,1,1,1,1,41.349
50512782,2017,2,0,6,1,3,1,55.291
50512782,2018,4,0,5,1,3,1,55.291
50512782,2019,4,0,6,1,3,1,55.291
50512782,2020,1,0,1,1,3,1,55.291
50512790,2016,1,0,1,1,1,1,56.695
50512790,2019,1,0,1,1,1,1,56.695
50512818,2017,2,0,2,1,3,1,65.844
50512818,2018,1,0,2,1,3,1,65.844
50512818,2019,3,0,5,1,3,1,65.844
50512818,2020,1,0,2,1,3,1,65.844
50512836,2019,1,0,1,1,8,1,12.55
50512839,2016,1,0,1,1,3,1,108.645
50512861,2018,1,0,2,1,3,1,93.671
50512866,2016,1,0,1,1,7,1,27.869
50512866,2020,1,0,1,1,7,1,27.869
50512866,2021,1,1,1,1,7,1,27.869
50512871,2019,3,0,4,1,1,2,59.825
50512882,2016,1,0,1,1,7,1,151.016
50512885,2018,1,0,1,1,3,1,57.08
50512905,2020,1,0,1,1,7,1,222.56
50512908,2016,1,0,1,1,4,1,88.75800000000001
50512908,2018,1,0,1,1,4,1,88.75800000000001
50512908,2019,2,0,2,1,4,1,88.75800000000001
50512908,2020,3,0,3,1,4,1,88.75800000000001
50512934,2021,1,0,1,1,7,2,169.285
50512970,2020,1,0,1,1,7,1,53.99
50512984,2016,2,0,2,1,7,1,29.998
50512984,2017,1,0,1,1,7,1,29.998
50512984,2018,1,0,1,1,7,1,29.998
50512984,2019,1,0,1,1,7,1,29.998
50512984,2021,1,0,2,1,7,1,29.998
50512993,2016,1,0,1,1,3,1,164.063
50512993,2019,1,0,1,1,3,1,164.063
50513010,2016,1,0,1,1,3,1,13.006
50513010,2017,1,0,5,1,3,1,13.006
50513010,2018,1,0,1,1,3,1,13.006
50513010,2019,3,0,6,1,3,1,13.006
50513010,2020,1,0,1,1,3,1,13.006
50513010,2021,1,0,2,1,3,1,13.006
50513040,2016,2,0,2,1,3,1,54.488
50513040,2017,4,0,5,1,3,1,54.488
50513040,2018,2,0,2,1,3,1,54.488
50513040,2019,1,0,1,1,3,1,54.488
50513064,2019,1,0,1,1,7,1,28.296
50513073,2016,2,0,3,1,3,1,78.704
50513073,2017,5,0,7,1,3,1,78.704
50513073,2018,2,0,2,1,3,1,78.704
50513073,2019,2,0,3,1,3,1,78.704
50513073,2020,1,0,1,1,3,1,78.704
50513073,2021,4,0,5,1,3,1,78.704
50513088,2016,1,0,1,1,3,2,12.974
50513099,2016,7,0,10,1,4,1,76.506
50513099,2017,5,0,7,1,4,1,76.506
50513099,2018,2,0,3,1,4,1,76.506
50513099,2019,1,0,1,1,4,1,76.506
50513099,2020,1,0,1,1,4,1,76.506
50513099,2021,1,0,1,1,4,1,76.506
50513112,2017,1,0,1,1,3,1,155.85199999999998
50513112,2020,1,0,2,1,3,1,155.85199999999998
50513118,2016,1,0,1,1,1,1,127.772
50513118,2019,1,0,1,1,1,1,127.772
50513120,2019,1,0,1,1,1,1,18.459
50513120,2021,1,0,1,1,1,1,18.459
50513136,2016,1,0,1,1,1,1,102.97
50513136,2019,1,0,2,1,1,1,102.97
50513146,2016,1,0,1,1,7,1,100.526
50513146,2017,1,0,1,1,7,1,100.526
50513148,2021,1,0,1,1,7,1,77.447
50513156,2020,1,0,1,1,3,1,22.075
50513195,2017,1,0,3,1,7,1,184.139
50513197,2016,2,0,4,1,7,1,17.281
50513197,2017,2,0,6,1,7,1,17.281
50513197,2019,2,0,2,1,7,1,17.281
50513197,2021,1,0,2,1,7,1,17.281
50513218,2019,1,0,1,1,3,1,52.582
50513220,2016,2,0,2,1,3,1,109.731
50513220,2018,1,0,2,1,3,1,109.731
50513220,2020,1,0,1,1,3,1,109.731
50513233,2016,1,0,1,1,7,1,58.328
50513233,2017,2,0,2,1,7,1,58.328
50513233,2018,3,0,3,1,7,1,58.328
50513248,2017,1,0,1,1,3,1,66.743
50513248,2018,1,0,1,1,3,1,66.743
50513248,2020,1,0,1,1,3,1,66.743
50513248,2021,1,0,1,1,3,1,66.743
50513249,2016,1,0,2,1,1,1,58.187
50513256,2016,1,0,1,1,3,1,88.74300000000001
50513256,2018,2,0,2,1,3,1,88.74300000000001
50513258,2016,1,0,1,1,8,1,155.22
50513315,2017,1,0,1,1,1,1,45.904
50513315,2019,1,0,1,1,1,1,45.904
50513350,2021,1,0,1,1,3,1,56.209
50513351,2021,1,0,1,1,3,1,39.257
50513373,2017,1,0,1,1,1,1,29.448
50513381,2016,3,0,6,1,1,1,21.382
50513381,2019,1,0,2,1,1,1,21.382
50513381,2021,1,0,1,1,1,1,21.382
50513409,2020,1,0,1,1,7,2,420.169
50513417,2018,1,0,1,1,3,1,39.14
50513417,2020,1,0,2,1,3,1,39.14
50513443,2017,1,0,1,1,1,1,20.401
50513443,2018,2,0,2,1,1,1,20.401
50513443,2019,1,0,4,1,1,1,20.401
50513450,2017,1,0,2,1,3,1,90.744
50513450,2019,1,0,5,1,3,1,90.744
50513457,2018,1,0,2,1,3,1,41.222
50513462,2017,1,0,2,1,5,1,124.825
50513490,2017,1,0,2,1,7,1,19.806
50513490,2021,1,0,1,1,7,1,19.806
50513518,2016,1,0,1,1,1,1,124.294
50513518,2019,1,0,1,1,1,1,124.294
50513532,2019,1,0,1,1,3,1,135.089
50513532,2021,1,0,1,1,3,1,135.089
50513625,2018,1,0,1,1,1,1,134.09
50513625,2021,1,0,1,1,1,1,134.09
50513630,2017,2,0,4,5,1,1,71.02
50513630,2019,1,0,4,5,1,1,71.02
50835374,2019,1,0,1,1,7,1,27.651
50922690,2020,1,0,4,1,7,1,21.503
50922692,2016,1,0,1,1,1,1,41.87
50922703,2017,1,0,3,1,1,1,62.603
50922703,2019,1,0,1,1,1,1,62.603
50922703,2020,1,0,1,1,1,1,62.603
50922703,2021,1,0,5,1,1,1,62.603
50922704,2019,1,0,1,1,1,1,47.845
50922704,2020,2,0,5,1,1,1,47.845
50922711,2021,1,0,1,1,1,2,40.421
50922712,2016,1,0,3,1,1,1,57.809
50922712,2019,1,0,2,1,1,1,57.809
50922714,2016,1,0,1,1,1,1,74.482
50922714,2021,2,0,3,1,1,1,74.482
50922717,2019,1,0,1,1,7,1,46.587
50922717,2020,1,0,1,1,7,1,46.587
50922717,2021,2,0,5,1,7,1,46.587
50922718,2017,1,0,1,1,7,1,38.994
50922718,2018,1,0,4,1,7,1,38.994
50922718,2019,1,0,2,1,7,1,38.994
50922718,2021,1,0,1,1,7,1,38.994
50922719,2016,1,0,1,1,1,1,51.036
50922719,2018,1,0,1,1,1,1,51.036
50922719,2019,1,0,2,1,1,1,51.036
50922721,2016,1,0,1,1,7,1,146.61900000000003
50922722,2017,1,0,2,1,7,1,103.885
50933072,2017,1,0,1,1,1,1,56.542
50933072,2018,1,0,3,1,1,1,56.542
50933072,2019,2,0,3,1,1,1,56.542
50933072,2020,1,0,1,1,1,1,56.542
50933072,2021,1,0,1,1,1,1,56.542
50933073,2017,1,0,4,1,1,1,610.1850000000001
50933073,2021,1,0,1,1,1,1,610.1850000000001
50933075,2020,1,0,1,1,1,1,54.908
50933085,2016,1,0,1,1,1,1,10.762
50933085,2017,3,0,4,1,1,1,10.762
50933085,2018,1,0,2,1,1,1,10.762
50933085,2019,1,0,1,1,1,1,10.762
50933085,2020,2,0,3,1,1,1,10.762
50933085,2021,2,0,4,1,1,1,10.762
50933086,2016,1,0,1,1,1,1,43.968
50933086,2017,2,0,5,1,1,1,43.968
50933092,2018,1,0,1,1,1,1,23.353
50933138,2016,4,0,7,1,1,1,65.209
50933138,2017,2,0,3,1,1,1,65.209
50933138,2021,1,0,2,1,1,1,65.209
50933168,2016,1,0,1,1,1,1,24.238
50933226,2017,1,0,2,1,1,1,29.882
50933292,2016,1,0,2,1,1,1,27.426
50933292,2017,1,0,2,1,1,1,27.426
50933292,2019,2,0,3,1,1,1,27.426
50933292,2021,1,0,2,1,1,1,27.426
50959067,2019,1,0,1,6,8,1,176.06099999999998
50959070,2018,2,0,6,1,1,1,25.674
50959074,2020,1,0,2,1,1,1,39.03
50959094,2016,1,0,2,1,1,1,134.28699999999998
50959094,2017,1,0,3,1,1,1,134.28699999999998
50959094,2020,1,0,1,1,1,1,134.28699999999998
50959114,2017,1,0,2,1,1,1,27.296
50959114,2018,1,0,1,1,1,1,27.296
50959114,2020,1,0,2,1,1,1,27.296
51004144,2018,1,0,1,1,1,1,221.247
51035975,2018,1,0,1,1,1,1,62.17
51035979,2017,1,0,1,1,1,1,34.692
51035979,2018,1,0,1,1,1,1,34.692
51035979,2019,1,0,1,1,1,1,34.692
51035979,2020,1,0,1,1,1,1,34.692
51035979,2021,3,0,3,1,1,1,34.692
51035983,2018,1,0,1,1,1,1,63.797
51035988,2021,1,0,1,1,1,1,43.911
51036005,2018,1,0,2,1,7,1,54.898
51036011,2016,1,0,4,1,1,1,35.09
51036013,2016,1,0,1,1,1,1,42.302
51036025,2017,1,0,2,1,1,1,22.681
51036025,2021,1,0,3,1,1,1,22.681
51036026,2017,1,0,3,1,1,1,22.252
51036026,2019,1,0,1,1,1,1,22.252
51036035,2017,1,0,2,1,1,1,33.563
51036035,2018,2,0,5,1,1,1,33.563
51036040,2016,1,0,1,1,1,1,67.63
51036040,2017,1,0,2,1,1,1,67.63
51036045,2021,1,0,1,1,1,1,50.078
51044609,2021,1,0,1,1,1,1,36.531
51078875,2018,1,0,1,1,7,1,35.576
51078877,2017,1,0,1,1,7,1,73.628
51078877,2018,2,0,3,1,7,1,73.628
51078877,2019,1,0,3,1,7,1,73.628
51078878,2016,2,0,2,1,7,1,20.216
51078878,2018,1,0,1,1,7,1,20.216
51078878,2021,1,0,1,1,7,1,20.216
51078934,2019,1,0,1,1,1,1,31.408
51083329,2017,1,0,4,4,7,1,126.253
51083330,2018,1,0,6,6,7,1,87.322
51083335,2019,1,0,1,3,7,1,309.683
51083338,2018,1,0,1,6,7,1,273.052
51099637,2018,1,0,2,1,7,1,46.832
51099638,2017,1,0,1,1,1,1,35.942
51099638,2021,1,0,1,1,1,1,35.942
51099640,2016,1,0,1,1,1,2,34.137
51099642,2019,1,0,3,1,1,1,39.878
51099667,2018,2,0,6,1,1,1,47.329
51099667,2019,1,0,1,1,1,1,47.329
51099709,2016,1,0,4,1,1,1,70.237
51099709,2017,1,0,1,1,1,1,70.237
51099709,2018,1,0,1,1,1,1,70.237
51099731,2021,1,0,2,1,1,1,53.912
51101961,2016,1,0,1,1,1,1,95.112
51101961,2018,1,0,1,1,1,1,95.112
51101961,2019,1,0,1,1,1,1,95.112
51108476,2017,1,0,1,1,1,1,35.027
51140785,2016,1,0,2,1,1,1,15.274
51140785,2017,2,0,4,1,1,1,15.274
51140785,2018,1,0,1,1,1,1,15.274
