ID_Segmento,ANNO,NUM_INCIDENTI,MORTI,FERITI,LOCINC,INTNIN,FONDOST,LUNGHEZZA,MAXSPEED
58523633,2018,1,0,1,1,1,1,211.754,50
58527558,2016,1,0,1,4,8,1,177.875,90
58527563,2019,1,0,1,4,3,1,54.247,90
58567882,2021,1,0,1,1,7,1,59.806,50
58567912,2017,1,0,1,1,3,1,39.354,50
58567954,2017,1,0,2,1,1,1,44.285,50
58567954,2021,1,0,1,1,1,1,44.285,50
58854473,2016,1,0,1,1,1,1,6.468,50
58854473,2017,1,0,1,1,1,1,6.468,50
58854477,2016,1,0,1,1,7,1,22.627,50
58854477,2017,3,0,3,1,7,1,22.627,50
58854477,2018,1,0,1,1,7,1,22.627,50
58854477,2019,2,0,5,1,7,1,22.627,50
58854477,2021,2,0,2,1,7,1,22.627,50
58854478,2017,1,0,1,1,5,1,20.864,50
58854478,2018,1,0,3,1,5,1,20.864,50
58876478,2019,1,0,3,4,1,1,191.471,90
58876485,2016,1,0,2,5,7,1,27.41,90
58876803,2020,1,0,5,5,7,1,90.858,90
59272330,2021,1,0,2,5,8,1,153.75400000000002,90
59319046,2016,1,0,3,6,8,2,709.108,90
59319046,2018,1,0,6,6,8,2,709.108,90
59464935,2020,1,0,4,1,7,1,116.889,50
59464945,2016,1,0,1,1,7,2,188.464,50
59464947,2016,1,0,1,1,3,1,4.455,50
59464947,2017,1,0,1,1,3,1,4.455,50
59464947,2020,1,0,1,1,3,1,4.455,50
59464947,2021,1,0,1,1,3,1,4.455,50
59646999,2016,1,0,2,5,7,4,5.113,90
60139822,2021,1,0,1,1,1,1,31.502,50
60139857,2021,1,0,1,1,1,2,157.155,50
60140021,2020,1,0,1,1,1,1,36.859,50
60173915,2016,1,0,1,2,7,1,87.459,50
60173917,2016,1,0,1,1,7,1,83.945,50
60173919,2016,1,0,3,1,1,1,22.307,50
60174886,2017,1,0,2,5,7,1,1899.6260000000004,90
60174886,2019,1,1,2,5,7,1,1899.6260000000004,90
60174886,2020,1,0,1,5,7,1,1899.6260000000004,90
60174886,2021,1,0,3,5,7,1,1899.6260000000004,90
60197866,2017,1,0,1,1,7,1,92.86,50
60197871,2020,1,0,1,2,8,1,4.318,50
60198589,2021,1,0,1,1,1,1,70.131,50
60198602,2018,1,0,2,4,7,2,241.41300000000004,90
60198607,2016,1,0,1,1,1,1,62.114,50
60198610,2016,1,0,2,1,1,1,78.695,50
60198610,2017,1,0,2,1,1,1,78.695,50
60198635,2021,1,0,1,2,3,1,64.604,50
60204869,2018,1,0,1,1,5,1,50.814,50
60204873,2021,1,0,1,1,2,1,27.73,50
60207384,2016,1,0,1,1,7,1,117.559,50
60207384,2018,1,0,2,1,7,1,117.559,50
60236159,2019,1,0,2,1,1,1,23.061,50
60236165,2020,1,0,2,1,1,1,35.307,50
60236167,2019,1,0,1,1,1,1,26.953,50
60236179,2018,1,0,1,1,1,1,39.649,50
60236179,2019,1,0,2,1,1,1,39.649,50
60236182,2019,1,0,1,1,7,1,35.24,50
60262676,2019,1,0,1,5,7,1,33.067,90
60262677,2019,1,0,1,6,7,1,409.117,90
60262677,2020,1,0,2,6,7,1,409.117,90
60270417,2018,1,0,3,1,1,1,75.45,50
60270424,2020,1,0,1,4,7,1,69.25,90
60302267,2020,1,0,1,1,3,1,123.767,50
60302269,2019,1,0,1,1,1,1,198.421,50
60302269,2021,1,0,1,1,1,1,198.421,50
60306121,2021,1,0,1,1,7,1,10.042,50
60306122,2019,1,0,1,1,7,1,136.796,50
60320708,2016,1,0,2,2,7,1,98.346,50
60320708,2017,1,0,3,2,7,1,98.346,50
60320708,2018,1,0,2,2,7,1,98.346,50
60320716,2016,1,0,1,1,1,1,35.764,50
60320716,2019,1,0,1,1,1,1,35.764,50
60320723,2016,1,0,1,1,1,1,156.738,50
60320723,2019,1,0,1,1,1,1,156.738,50
60320726,2016,1,0,2,1,5,1,138.613,50
60320727,2016,1,0,1,1,1,1,56.191,50
60320727,2019,1,0,1,1,1,1,56.191,50
60320728,2017,1,0,1,1,7,1,35.369,50
60320737,2017,1,0,1,1,1,1,54.936,50
60320737,2019,1,0,1,1,1,1,54.936,50
60320737,2021,1,0,1,1,1,1,54.936,50
60320740,2021,1,0,2,1,1,1,53.463,50
60320744,2016,1,0,3,1,3,1,73.092,50
60320748,2016,1,0,1,1,7,1,57.126,50
60320778,2018,1,0,1,1,7,1,82.696,50
60320787,2017,1,0,1,1,1,1,79.482,50
60320787,2020,1,0,2,1,1,1,79.482,50
60342085,2016,1,0,1,5,8,2,15.011,90
60342090,2018,1,0,1,5,7,1,1159.956,90
60342090,2019,1,0,3,5,7,1,1159.956,90
60342095,2016,1,0,1,5,8,1,12.911,90
60342096,2021,1,0,2,5,1,1,24.863,90
60352647,2016,1,0,2,1,1,1,17.108,50
60352648,2021,1,0,1,1,1,1,15.195,50
60354889,2019,1,0,4,1,1,1,84.796,50
60354889,2020,1,0,1,1,1,1,84.796,50
60354893,2017,1,0,1,1,1,1,37.623,50
60354901,2016,1,0,2,1,1,1,114.439,50
60354901,2018,1,0,2,1,1,1,114.439,50
60354903,2016,2,0,6,1,1,1,78.194,50
60354913,2017,1,0,1,1,7,1,95.041,50
60354947,2019,1,0,1,1,1,2,121.923,50
60354960,2016,1,0,3,2,1,2,85.602,50
60354971,2016,1,0,1,1,1,1,74.124,50
60354990,2016,1,0,2,1,1,1,66.99,50
60355008,2017,1,0,3,1,1,1,71.792,50
60387321,2020,1,0,1,1,7,1,195.737,50
60387321,2021,2,0,5,1,7,1,195.737,50
60453793,2018,1,0,1,1,1,1,43.452,50
60453802,2016,1,0,2,5,8,1,36.876,90
60453803,2017,1,0,2,6,7,1,322.421,90
60453803,2018,1,0,2,6,7,1,322.421,90
60453803,2019,2,0,2,6,7,1,322.421,90
60453807,2016,1,0,1,1,7,1,116.035,50
60453807,2021,1,0,2,1,7,1,116.035,50
60453811,2019,1,0,5,6,7,1,216.812,90
60500007,2016,1,0,2,1,1,1,23.497,50
60500007,2018,1,0,3,1,1,1,23.497,50
60500011,2020,2,0,3,1,1,1,14.811,50
60500011,2021,1,0,1,1,1,1,14.811,50
60541649,2017,1,0,4,5,8,1,64.121,90
60541652,2020,1,0,1,6,7,1,383.635,90
60541662,2021,1,0,1,6,7,1,227.431,90
60544467,2017,1,0,2,6,7,1,157.578,90
60544467,2018,2,0,4,6,7,1,157.578,90
60544478,2017,1,0,1,6,7,1,178.85700000000003,90
60544481,2017,1,0,2,6,1,1,188.663,90
60544490,2016,3,0,4,1,7,1,41.079,50
60544490,2017,3,0,4,1,7,1,41.079,50
60544490,2018,1,0,3,1,7,1,41.079,50
60544490,2019,2,0,3,1,7,1,41.079,50
60544490,2020,1,0,1,1,7,1,41.079,50
60544490,2021,2,0,3,1,7,1,41.079,50
60544497,2021,1,0,2,1,1,1,73.936,50
60591530,2016,1,0,1,1,3,1,12.491,50
60591530,2017,2,0,3,1,3,1,12.491,50
60650439,2017,3,0,4,6,7,1,213.784,90
60650439,2019,3,0,7,6,7,1,213.784,90
60650439,2021,1,0,1,6,7,1,213.784,90
60666680,2018,1,0,1,1,1,2,74.849,50
60667431,2019,1,0,1,1,1,1,44.331,50
60667431,2021,1,0,3,1,1,1,44.331,50
60667445,2018,1,0,2,1,1,1,93.428,50
60667454,2020,1,0,2,5,7,2,85.116,90
60667843,2019,1,0,3,1,1,1,54.533,50
60670469,2016,1,0,3,1,1,1,9.915,50
60670478,2021,1,0,1,1,1,1,90.793,50
60670485,2017,1,0,3,1,1,1,50.492,50
60670485,2020,1,0,3,1,1,1,50.492,50
60670497,2018,1,0,1,1,5,1,29.001,50
60670503,2017,1,0,1,1,1,1,77.251,50
60670699,2019,1,0,2,1,7,1,167.774,50
60681732,2018,1,0,2,1,1,1,16.319,50
60681732,2019,1,0,1,1,1,1,16.319,50
60682312,2019,1,0,1,5,1,1,60.628,90
60684309,2017,1,0,4,1,1,1,60.369,50
60684310,2020,1,0,2,1,1,1,50.792,50
60684314,2018,1,0,3,5,3,1,792.4310000000003,90
60684314,2021,2,0,5,5,3,1,792.4310000000003,90
60684315,2017,2,0,4,1,1,1,39.984,50
60684315,2021,1,0,1,1,1,1,39.984,50
60684338,2021,1,0,3,1,1,1,79.926,50
60684368,2016,1,0,2,1,3,1,11.262,50
60687999,2017,1,0,1,1,7,1,76.272,50
60733463,2016,1,0,1,6,7,1,255.89200000000005,90
60733463,2020,1,0,1,6,7,1,255.89200000000005,90
60733972,2017,1,0,1,5,7,1,37.971,90
60733972,2019,1,0,2,5,7,1,37.971,90
60778947,2018,1,0,1,6,7,1,2780.9410000000003,90
60794342,2021,2,0,2,1,1,1,43.162,50
60860012,2019,1,0,1,1,7,1,200.187,50
60860013,2021,1,0,2,1,1,1,27.893,50
60860019,2021,1,0,1,1,1,1,75.967,50
60860024,2020,1,0,1,1,1,1,77.507,50
60860622,2020,1,0,1,1,1,1,59.105,50
60860798,2020,3,0,8,1,1,1,65.842,50
60860800,2021,1,0,1,1,7,1,82.794,50
60860805,2016,1,1,0,1,1,2,71.58,50
60860805,2021,2,0,3,1,1,2,71.58,50
60860812,2021,1,0,1,1,7,1,111.016,50
60860816,2020,1,0,2,1,1,1,29.221,50
60860935,2019,1,0,1,1,3,1,6.993,50
60860940,2018,1,0,1,1,7,1,42.847,50
60860945,2017,1,0,2,4,7,1,418.25,90
60860966,2016,1,0,1,6,7,1,307.771,90
60931131,2019,1,0,1,1,1,1,31.986,50
60931380,2018,1,0,2,1,1,1,18.072,50
60931380,2020,1,0,1,1,1,1,18.072,50
60931383,2018,2,0,2,1,7,1,149.628,50
60931383,2020,1,0,1,1,7,1,149.628,50
60931383,2021,1,0,1,1,7,1,149.628,50
60931384,2021,1,0,1,1,7,1,44.933,50
60931614,2016,1,0,1,1,2,1,29.169,50
60931614,2017,1,0,1,1,2,1,29.169,50
60931614,2021,1,0,1,1,2,1,29.169,50
60931913,2020,1,0,1,1,3,1,20.451,50
60931913,2021,1,0,1,1,3,1,20.451,50
60933244,2016,1,0,3,1,7,1,40.963,50
60933245,2017,1,0,1,1,7,1,128.04799999999997,50
60936654,2021,1,0,1,1,1,1,53.641,50
60936667,2021,1,0,1,1,1,1,95.973,50
60936675,2021,1,0,1,1,1,1,152.062,50
60960946,2021,1,0,1,4,8,2,70.567,90
60960950,2016,1,0,2,4,8,1,151.47400000000002,90
60960950,2018,1,0,1,4,8,1,151.47400000000002,90
60960950,2020,1,0,1,4,8,1,151.47400000000002,90
60960950,2021,1,0,1,4,8,1,151.47400000000002,90
60961117,2017,1,0,1,4,7,1,89.845,90
60961136,2017,1,0,1,5,7,1,66.056,90
60961137,2016,1,0,2,4,7,1,360.799,90
60961392,2021,1,0,2,6,8,2,237.66000000000005,90
60961428,2020,1,0,1,4,8,1,63.438,90
60962193,2020,1,0,2,1,7,1,66.009,50
60966501,2017,1,0,3,5,8,3,123.63599999999998,90
60966904,2016,1,0,1,1,1,1,120.049,50
60966906,2016,2,0,2,4,8,1,266.458,90
60966906,2019,1,0,1,4,8,1,266.458,90
60966906,2021,1,0,1,4,8,1,266.458,90
60966997,2018,1,0,1,4,7,1,303.701,90
60972993,2019,1,0,1,1,3,1,82.2,50
60972993,2020,1,0,1,1,3,1,82.2,50
60972993,2021,1,0,1,1,3,1,82.2,50
60973423,2017,1,0,1,1,3,2,62.004000000000005,50
60980046,2020,1,0,1,1,2,1,29.907,50
61008490,2018,1,0,4,1,1,1,47.967,50
61008495,2017,1,0,1,1,1,1,76.034,50
61009700,2019,1,0,1,1,1,1,108.167,50
61009700,2020,1,0,2,1,1,1,108.167,50
61009700,2021,1,0,1,1,1,1,108.167,50
61011003,2019,1,0,1,1,1,1,37.124,50
61047659,2017,1,0,2,1,1,1,54.70399999999999,50
61047664,2020,1,0,2,1,1,1,55.095,50
61111050,2021,1,0,1,5,7,1,34.063,90
61111051,2018,1,0,2,1,3,1,10.642,50
61111051,2021,1,0,1,1,3,1,10.642,50
61406347,2016,1,0,4,6,7,1,1697.839,90
61406347,2018,2,0,5,6,7,1,1697.839,90
61406347,2019,1,0,1,6,7,1,1697.839,90
61410475,2016,1,0,1,1,7,1,69.392,50
61414000,2019,1,0,1,1,7,1,58.207,50
61414003,2017,1,0,1,1,3,1,124.048,50
61414005,2020,1,0,1,1,7,1,48.281,50
61414005,2021,1,0,1,1,7,1,48.281,50
61414062,2016,2,0,4,1,7,1,66.716,50
61414062,2020,1,0,1,1,7,1,66.716,50
61414062,2021,4,1,5,1,7,1,66.716,50
61455003,2021,2,0,5,1,3,1,18.736,50
61455006,2016,1,0,3,5,3,1,104.9,90
61455006,2021,1,0,3,5,3,1,104.9,90
61459946,2016,1,0,1,1,7,2,125.66899999999998,50
61556268,2016,2,0,9,6,7,1,1736.1929999999998,90
61556268,2018,2,0,3,6,7,1,1736.1929999999998,90
61556277,2020,1,0,2,6,3,1,91.476,90
61556281,2020,1,0,3,6,7,1,205.86300000000003,90
61562669,2016,2,0,2,1,7,1,53.757,50
61562669,2020,1,0,3,1,7,1,53.757,50
61562670,2017,1,0,1,1,7,1,171.354,50
61562673,2021,1,0,6,1,3,1,32.938,50
61569112,2017,1,0,1,1,1,1,30.496,50
61569112,2019,1,0,3,1,1,1,30.496,50
61575902,2016,1,0,3,1,1,1,47.041,50
61577456,2019,1,0,1,1,7,1,91.869,50
61582042,2017,1,0,1,5,7,1,87.459,90
61582042,2021,1,0,2,5,7,1,87.459,90
61638517,2016,1,0,2,1,1,1,88.478,50
61727294,2020,1,0,6,5,7,2,35.927,90
61727300,2019,3,0,3,5,2,1,24.503,90
61729686,2017,1,0,1,5,8,1,77.012,90
61729688,2017,1,0,1,1,3,1,210.338,50
61729688,2021,1,0,5,1,3,1,210.338,50
62072163,2019,1,0,1,1,5,1,30.045,50
62188358,2021,1,0,2,6,7,2,290.279,90
62224410,2018,1,0,2,1,1,1,40.989,50
62224413,2020,1,0,1,1,7,1,69.666,50
62224415,2018,1,0,1,6,1,1,222.94,90
62224415,2021,1,0,1,6,1,1,222.94,90
62224433,2018,1,0,1,1,7,1,103.826,50
62224433,2019,1,0,1,1,7,1,103.826,50
62789886,2017,1,0,1,1,2,1,2.624,50
62789887,2018,1,0,1,1,7,1,66.366,50
62789887,2019,1,0,3,1,7,1,66.366,50
62789889,2016,2,0,3,1,7,1,96.032,50
62789889,2017,6,0,8,1,7,1,96.032,50
62789889,2018,5,0,6,1,7,1,96.032,50
62789889,2019,5,0,7,1,7,1,96.032,50
62789889,2020,3,0,3,1,7,1,96.032,50
62789889,2021,1,0,1,1,7,1,96.032,50
62793256,2020,1,0,1,5,7,1,227.443,90
64276507,2017,1,0,3,1,7,1,134.695,50
64276507,2019,1,0,1,1,7,1,134.695,50
64276507,2020,2,0,5,1,7,1,134.695,50
64387616,2019,1,0,3,4,7,1,136.015,90
64944027,2016,1,0,5,5,7,1,301.846,90
64944027,2017,1,0,2,5,7,1,301.846,90
64944027,2019,2,0,3,5,7,1,301.846,90
64944027,2020,1,0,2,5,7,1,301.846,90
64944027,2021,1,0,1,5,7,1,301.846,90
65134397,2019,1,0,3,1,1,1,65.111,50
65134403,2019,1,0,1,1,1,1,73.536,50
65134413,2016,1,0,2,1,8,1,136.823,50
65134413,2020,1,0,2,1,8,1,136.823,50
65134413,2021,1,0,2,1,8,1,136.823,50
65134414,2016,1,0,2,1,1,1,70.523,50
65134414,2017,1,0,1,1,1,1,70.523,50
65134414,2019,1,0,1,1,1,1,70.523,50
65137104,2016,1,0,1,1,1,1,101.637,50
65137107,2016,1,0,2,1,7,1,37.934,50
65140934,2019,1,0,1,1,8,1,42.352,50
65140934,2020,1,0,1,1,8,1,42.352,50
65140934,2021,1,0,1,1,8,1,42.352,50
65425587,2016,1,0,2,1,2,1,7.349,50
65425587,2021,1,0,1,1,2,1,7.349,50
65425588,2020,1,0,3,1,1,1,12.28,50
65498467,2019,1,0,5,5,7,1,81.96100000000001,90
65498467,2020,1,0,1,5,7,1,81.96100000000001,90
65847829,2018,1,0,1,1,7,2,67.32,50
66676017,2016,1,0,2,6,8,2,568.4099999999999,90
67049827,2017,1,0,1,1,1,1,41.25,50
67049827,2019,1,0,1,1,1,1,41.25,50
67049827,2020,1,0,1,1,1,1,41.25,50
67049831,2016,1,0,2,1,1,2,49.709,50
67049831,2018,1,0,1,1,1,2,49.709,50
67049834,2017,1,0,1,1,1,1,7.291,50
67049834,2019,1,0,1,1,1,1,7.291,50
67049838,2017,1,0,1,1,1,1,36.235,50
67049845,2017,1,0,1,1,1,1,57.765,50
67049845,2018,1,0,2,1,1,1,57.765,50
67049845,2019,1,0,3,1,1,1,57.765,50
67143749,2018,1,0,1,4,2,1,8.399,90
67143749,2021,1,0,1,4,2,1,8.399,90
67144202,2018,1,0,1,4,7,1,286.389,90
67144204,2016,1,0,1,4,8,1,685.5819999999999,90
67144342,2016,1,0,1,5,7,1,77.09700000000001,90
67144342,2020,1,0,2,5,7,1,77.09700000000001,90
67234963,2017,1,0,2,1,7,1,70.882,50
67240661,2016,1,0,1,1,1,1,47.675,50
67240663,2018,1,0,1,1,5,1,47.119,50
67245230,2017,1,0,1,1,1,2,37.712,50
67245922,2016,2,0,4,5,7,1,64.283,90
67245922,2017,2,0,6,5,7,1,64.283,90
67245922,2019,2,0,3,5,7,1,64.283,90
67245922,2020,1,0,1,5,7,1,64.283,90
67245922,2021,1,0,5,5,7,1,64.283,90
67301271,2017,1,0,3,5,7,1,948.16,90
67301271,2020,1,0,1,5,7,1,948.16,90
67302060,2016,1,0,1,1,7,1,68.397,50
67304754,2019,1,0,1,1,1,1,135.451,50
67504744,2016,1,0,2,1,5,1,78.435,50
67504754,2016,1,0,3,1,1,1,49.239,50
67504771,2018,1,0,2,1,1,1,55.002,50
67514355,2018,1,0,1,1,1,2,36.198,50
67514359,2016,1,0,1,1,7,1,7.123,50
67514359,2020,1,0,1,1,7,1,7.123,50
67521728,2017,1,0,1,1,1,1,40.584,50
67521728,2019,1,0,1,1,1,1,40.584,50
67521728,2021,1,0,1,1,1,1,40.584,50
67522031,2021,1,0,2,1,7,1,12.821,50
67549493,2020,1,0,1,1,11,1,168.097,50
67604129,2017,1,0,1,1,2,1,33.496,50
67614743,2016,2,0,6,5,7,1,28.06,90
67614743,2020,2,0,3,5,7,1,28.06,90
67614743,2021,1,0,2,5,7,1,28.06,90
67614748,2021,1,0,1,5,1,1,40.37,90
67689916,2018,1,0,1,1,1,1,64.019,50
67689916,2021,2,0,4,1,1,1,64.019,50
67689925,2017,1,0,1,1,7,1,53.38,50
67689925,2019,1,0,1,1,7,1,53.38,50
67689929,2018,1,0,1,1,1,1,73.997,50
67699687,2019,1,0,3,1,7,1,45.565,50
67699687,2020,1,0,2,1,7,1,45.565,50
67699687,2021,1,0,4,1,7,1,45.565,50
67699700,2018,1,0,1,1,8,1,284.289,50
67699705,2017,1,0,1,1,7,1,178.33100000000002,50
67699714,2019,1,0,3,1,1,1,26.082,50
67702516,2016,1,0,1,1,7,1,28.508,50
67883918,2021,1,0,1,1,7,1,64.555,50
67884649,2020,1,0,1,5,7,1,479.913,90
68000082,2016,1,0,1,1,7,1,108.823,50
68000082,2021,1,0,1,1,7,1,108.823,50
68000086,2021,1,0,1,1,2,1,29.133,50
68000090,2021,1,0,3,1,7,1,13.303,50
68000093,2018,1,0,2,1,1,1,20.925,50
68000096,2020,1,0,1,1,7,1,13.951,50
68000097,2020,1,0,1,1,7,1,79.594,50
68000103,2016,1,0,1,1,7,1,150.313,50
68000103,2017,2,0,2,1,7,1,150.313,50
68000103,2019,2,0,2,1,7,1,150.313,50
68000103,2020,1,0,1,1,7,1,150.313,50
68000105,2019,1,0,2,1,7,1,14.377,50
68000105,2021,1,0,1,1,7,1,14.377,50
68000108,2018,1,0,2,6,7,1,221.454,90
68000108,2019,3,0,5,6,7,1,221.454,90
68000125,2019,1,0,1,1,7,1,13.116,50
68000125,2021,1,0,3,1,7,1,13.116,50
68000129,2020,1,0,1,1,1,1,203.176,50
68000132,2016,1,0,1,1,7,1,13.731,50
68000134,2021,1,0,6,6,7,1,548.338,90
68000140,2016,1,0,2,1,7,1,38.728,50
68000141,2017,1,0,3,1,7,1,11.903,50
68000143,2018,1,0,1,1,7,1,14.421,50
68000143,2021,1,0,3,1,7,1,14.421,50
68000146,2019,1,0,3,4,7,1,28.549,90
68000146,2020,1,0,2,4,7,1,28.549,90
68000146,2021,1,0,3,4,7,1,28.549,90
68084615,2021,1,0,2,1,7,1,114.138,50
68143501,2018,1,0,3,5,7,1,16.465,90
68244739,2021,1,0,1,1,7,1,48.087,50
68249095,2017,1,0,1,1,7,1,71.521,50
68249095,2021,3,0,4,1,7,1,71.521,50
68555527,2021,2,0,4,1,1,1,38.13,50
68558005,2020,1,0,2,1,4,1,443.168,50
68558008,2016,1,0,1,1,7,1,10.797,50
68558008,2017,2,0,2,1,7,1,10.797,50
68558008,2020,1,0,1,1,7,1,10.797,50
68558008,2021,2,0,2,1,7,1,10.797,50
68558009,2016,4,0,5,1,7,1,82.43299999999999,50
68558009,2017,6,0,10,1,7,1,82.43299999999999,50
68558009,2018,10,1,13,1,7,1,82.43299999999999,50
68558009,2019,6,0,11,1,7,1,82.43299999999999,50
68558009,2020,2,0,2,1,7,1,82.43299999999999,50
68558009,2021,6,0,7,1,7,1,82.43299999999999,50
68558013,2016,1,0,1,1,8,1,831.318,50
68558013,2018,2,0,2,1,8,1,831.318,50
68558013,2021,4,0,7,1,8,1,831.318,50
68563024,2016,3,0,3,1,7,1,75.655,50
68563024,2017,3,0,3,1,7,1,75.655,50
68563024,2018,4,0,5,1,7,1,75.655,50
68563024,2019,2,0,3,1,7,1,75.655,50
68563024,2020,3,0,3,1,7,1,75.655,50
68563024,2021,2,0,2,1,7,1,75.655,50
68563028,2016,3,0,3,1,7,1,50.919,50
68563028,2017,6,0,6,1,7,1,50.919,50
68563028,2018,2,0,2,1,7,1,50.919,50
68563028,2019,7,0,7,1,7,1,50.919,50
68563028,2020,2,0,2,1,7,1,50.919,50
68563028,2021,4,0,4,1,7,1,50.919,50
68563030,2019,1,0,1,1,7,1,107.664,50
68563030,2021,1,0,1,1,7,1,107.664,50
68563032,2016,1,0,1,1,1,1,109.353,50
68563043,2016,2,0,2,1,1,1,81.179,50
68563043,2017,7,0,9,1,1,1,81.179,50
68563043,2018,3,0,7,1,1,1,81.179,50
68563043,2019,5,0,5,1,1,1,81.179,50
68563043,2020,8,0,10,1,1,1,81.179,50
68563043,2021,11,0,14,1,1,1,81.179,50
68563049,2016,2,0,2,1,1,1,42.788,50
68563049,2017,1,0,1,1,1,1,42.788,50
68563049,2019,1,0,1,1,1,1,42.788,50
68563049,2020,2,0,2,1,1,1,42.788,50
68563049,2021,1,0,1,1,1,1,42.788,50
68563052,2017,3,0,5,1,1,1,43.126,50
68563052,2020,1,0,1,1,1,1,43.126,50
68563056,2017,1,0,1,1,7,1,84.61499999999998,50
68563056,2019,1,0,1,1,7,1,84.61499999999998,50
68563056,2021,1,0,3,1,7,1,84.61499999999998,50
68573892,2016,1,0,1,1,7,1,72.236,50
68573892,2020,1,0,1,1,7,1,72.236,50
68573892,2021,2,0,2,1,7,1,72.236,50
68573893,2016,5,0,6,1,7,1,146.75,50
68573893,2017,2,0,2,1,7,1,146.75,50
68573893,2019,1,0,1,1,7,1,146.75,50
68573893,2021,2,0,2,1,7,1,146.75,50
68576716,2016,2,0,2,1,1,1,49.861,50
68576716,2017,3,0,4,1,1,1,49.861,50
68576716,2018,2,0,2,1,1,1,49.861,50
68576716,2019,1,0,2,1,1,1,49.861,50
68576716,2020,2,0,2,1,1,1,49.861,50
68576716,2021,1,0,3,1,1,1,49.861,50
68576717,2016,2,0,3,1,1,1,89.772,50
68576717,2017,1,0,1,1,1,1,89.772,50
68576717,2018,2,0,5,1,1,1,89.772,50
68576717,2019,6,0,9,1,1,1,89.772,50
68576717,2020,5,0,5,1,1,1,89.772,50
68576717,2021,3,0,4,1,1,1,89.772,50
68576718,2018,1,0,2,1,7,1,167.393,50
68576718,2019,1,0,1,1,7,1,167.393,50
68576719,2016,2,0,2,1,1,1,73.594,50
68576719,2017,1,0,5,1,1,1,73.594,50
68576719,2018,2,0,2,1,1,1,73.594,50
68576719,2020,1,0,1,1,1,1,73.594,50
68576719,2021,1,0,1,1,1,1,73.594,50
68576720,2017,1,0,1,1,4,1,96.341,50
68576720,2020,1,0,1,1,4,1,96.341,50
68576723,2017,2,0,2,1,1,1,72.368,50
68576723,2018,1,0,2,1,1,1,72.368,50
68576724,2016,2,0,3,1,2,1,80.991,50
68576724,2018,1,0,1,1,2,1,80.991,50
68576725,2016,3,0,4,1,1,1,88.051,50
68576725,2017,2,0,2,1,1,1,88.051,50
68576725,2018,1,0,2,1,1,1,88.051,50
68576725,2019,1,0,1,1,1,1,88.051,50
68576725,2020,3,0,3,1,1,1,88.051,50
68576725,2021,2,0,2,1,1,1,88.051,50
68617489,2017,1,0,1,5,7,1,36.758,90
68632866,2018,1,0,1,6,7,1,1883.2219999999995,90
68632896,2017,1,0,1,6,8,1,1599.582,90
68632912,2018,1,0,4,6,7,1,22.592,90
68644061,2019,1,0,2,1,1,1,1718.571,50
68644061,2020,1,0,2,1,1,1,1718.571,50
68644061,2021,1,0,2,1,1,1,1718.571,50
68699945,2018,1,0,2,1,7,1,60.86500000000001,50
68731956,2018,1,0,1,6,7,1,46.76,90
68731956,2021,2,0,2,6,7,1,46.76,90
68731966,2017,1,0,1,6,7,1,634.533,90
68731966,2018,1,0,1,6,7,1,634.533,90
68731966,2019,2,0,3,6,7,1,634.533,90
68731966,2020,1,0,2,6,7,1,634.533,90
68731974,2018,1,0,3,6,7,1,533.4699999999999,90
68731974,2019,2,0,2,6,7,1,533.4699999999999,90
68731975,2018,1,0,1,5,1,1,32.595,90
68731975,2021,1,0,1,5,1,1,32.595,90
68742997,2016,2,0,3,1,7,1,47.527,50
68742997,2019,1,0,1,1,7,1,47.527,50
68742997,2020,3,0,4,1,7,1,47.527,50
68742997,2021,1,0,1,1,7,1,47.527,50
68743006,2018,1,0,1,1,1,1,91.872,50
68743006,2020,1,0,1,1,1,1,91.872,50
68743006,2021,1,0,1,1,1,1,91.872,50
68757447,2018,1,0,1,1,1,1,14.588,50
68757448,2016,3,0,4,1,7,1,24.302,50
68757448,2017,1,0,1,1,7,1,24.302,50
68757448,2019,1,0,2,1,7,1,24.302,50
68757448,2020,4,0,7,1,7,1,24.302,50
68757448,2021,2,0,2,1,7,1,24.302,50
68757458,2016,1,0,1,1,1,1,67.552,50
68757458,2019,1,0,2,1,1,1,67.552,50
68757458,2021,1,0,1,1,1,1,67.552,50
68757472,2017,1,0,1,1,3,1,78.121,50
68757472,2018,1,0,1,1,3,1,78.121,50
68757472,2019,1,0,1,1,3,1,78.121,50
68757476,2021,1,0,1,1,1,1,127.086,50
69054366,2021,1,0,1,1,7,1,40.488,50
69131924,2018,1,0,1,1,7,1,44.502,50
69131927,2018,1,0,1,1,1,1,28.941000000000003,50
69135107,2016,5,0,5,1,1,1,63.123,50
69135107,2017,1,0,5,1,1,1,63.123,50
69135107,2018,2,0,6,1,1,1,63.123,50
69135107,2019,3,0,4,1,1,1,63.123,50
69135107,2020,2,0,5,1,1,1,63.123,50
69135107,2021,5,0,7,1,1,1,63.123,50
69135968,2017,1,0,1,1,1,1,291.695,50
69135968,2018,1,0,2,1,1,1,291.695,50
69142602,2019,1,0,1,1,1,1,40.287,50
69142602,2021,1,0,1,1,1,1,40.287,50
69142606,2016,3,0,5,1,7,1,69.693,50
69142606,2017,3,0,3,1,7,1,69.693,50
69142606,2018,7,0,10,1,7,1,69.693,50
69142606,2019,9,0,11,1,7,1,69.693,50
69142606,2020,3,0,3,1,7,1,69.693,50
